epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
0,-1,0.7871428571428571,0.8339105248451233,0.7394136807817588,0.6376404494382022,0.8798449612403101,0.7540166974067688,0.7451875808141275,0.7885714285714286,9.124135971069336,0.7413509060955519,0.6446991404011462,0.872093023255814,10.683056831359863,0.7449974822751632,0.7871428571428571,0.5763493776321411,0.7394136807817588,0.6376404494382022,0.8798449612403101,0.701397180557251,0.7451875808141275,0.7871428571428571,0.8339105844497681,0.7394136807817588,0.6376404494382022,0.8798449612403101,0.754016637802124,0.7451875808141275
1,-1,0.7814285714285715,0.878838300704956,0.7352445193929172,0.6507462686567164,0.8449612403100775,0.8337573409080505,0.7283560901575654,0.7828571428571428,7.600673198699951,0.7375643224699829,0.6615384615384615,0.8333333333333334,8.759042739868164,0.7287734073902679,0.7814285714285715,0.4922634959220886,0.7352445193929172,0.6507462686567164,0.8449612403100775,0.5766150951385498,0.7283560901575654,0.7814285714285715,0.878838300704956,0.7352445193929172,0.6507462686567164,0.8449612403100775,0.8337574005126953,0.7283560901575654
2,-1,0.7771428571428571,0.899492621421814,0.7306397306397306,0.6458333333333334,0.8410852713178295,0.8526492118835449,0.7286226417552731,0.7757142857142857,6.974239349365234,0.7275862068965518,0.65527950310559,0.8178294573643411,8.196237564086914,0.7283589082537225,0.7771428571428571,0.44834646582603455,0.7306397306397306,0.6458333333333334,0.8410852713178295,0.5428639650344849,0.7286226417552731,0.7771428571428571,0.899492621421814,0.7306397306397306,0.6458333333333334,0.8410852713178295,0.8526492118835449,0.7286226417552731
3,-1,0.7814285714285715,0.9013175964355469,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.8382732272148132,0.7297355888475691,0.7814285714285715,6.889958381652832,0.7287319422150882,0.6219178082191781,0.8798449612403101,8.792495727539062,0.7296635903197849,0.7814285714285715,0.44425761699676514,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.568729043006897,0.7297355888475691,0.7814285714285715,0.9013177156448364,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.8382731676101685,0.7297355888475691
4,-1,0.7814285714285715,0.8987522125244141,0.724025974025974,0.6229050279329609,0.8643410852713178,0.8524961471557617,0.7265340237383293,0.7814285714285715,6.9322710037231445,0.7241379310344828,0.6078947368421053,0.8953488372093024,8.889595031738281,0.7270891625012343,0.7814285714285715,0.44999444484710693,0.724025974025974,0.6229050279329609,0.8643410852713178,0.5431457757949829,0.7265340237383293,0.7814285714285715,0.8987522125244141,0.724025974025974,0.6229050279329609,0.8643410852713178,0.8524961471557617,0.7265340237383293
5,-1,0.7814285714285715,0.8865076899528503,0.7221297836938435,0.6326530612244898,0.8410852713178295,0.8495328426361084,0.7340122698632525,0.7785714285714286,7.403144836425781,0.7229729729729731,0.6407185628742516,0.8294573643410853,8.276473999023438,0.7342214446574078,0.7814285714285715,0.4764290452003479,0.7221297836938435,0.6326530612244898,0.8410852713178295,0.5485725998878479,0.7340122698632525,0.7814285714285715,0.8865077495574951,0.7221297836938435,0.6326530612244898,0.8410852713178295,0.8495329022407532,0.7340122698632525
6,-1,0.7742857142857142,0.881250262260437,0.7244367417677643,0.6551724137931034,0.810077519379845,0.8629209399223328,0.730618224951454,0.7757142857142857,7.529084205627441,0.7228915662650601,0.6501547987616099,0.813953488372093,8.28502368927002,0.7309503207412436,0.7742857142857142,0.48733919858932495,0.7244367417677643,0.6551724137931034,0.810077519379845,0.5235962867736816,0.730618224951454,0.7742857142857142,0.881250262260437,0.7244367417677643,0.6551724137931034,0.810077519379845,0.8629209399223328,0.730618224951454
7,-1,0.7771428571428571,0.8691686391830444,0.7260504201680673,0.6409495548961425,0.8372093023255814,0.8369093537330627,0.7323534878899972,0.7785714285714286,7.991094589233398,0.7229729729729731,0.6407185628742516,0.8294573643410853,8.854997634887695,0.7333635503399254,0.7771428571428571,0.5115296840667725,0.7260504201680673,0.6409495548961425,0.8372093023255814,0.5711221694946289,0.7323534878899972,0.7771428571428571,0.8691686391830444,0.7260504201680673,0.6409495548961425,0.8372093023255814,0.8369093537330627,0.7323534878899972
8,-1,0.7771428571428571,0.8553597927093506,0.7263339070567986,0.653250773993808,0.8178294573643411,0.8256436586380005,0.7297282536141303,0.7771428571428571,8.625158309936523,0.7238421955403088,0.6492307692307693,0.8178294573643411,9.234273910522461,0.7298732413688994,0.7771428571428571,0.5378471612930298,0.7263339070567986,0.653250773993808,0.8178294573643411,0.5905189514160156,0.7297282536141303,0.7771428571428571,0.8553599119186401,0.7263339070567986,0.653250773993808,0.8178294573643411,0.8256436586380005,0.7297282536141303
9,-1,0.7814285714285715,0.8332380056381226,0.7258064516129031,0.6215469613259669,0.872093023255814,0.7659768462181091,0.7395197055618572,0.7857142857142857,9.093840599060059,0.7284345047923322,0.6195652173913043,0.8837209302325582,10.826957702636719,0.7397479757700682,0.7814285714285715,0.5775152444839478,0.7258064516129031,0.6215469613259669,0.872093023255814,0.6841386556625366,0.7395197055618572,0.7814285714285715,0.8332380056381226,0.7258064516129031,0.6215469613259669,0.872093023255814,0.7659769058227539,0.7395197055618572
10,-1,0.7714285714285715,0.8422536849975586,0.729903536977492,0.6236263736263736,0.8798449612403101,0.7561112642288208,0.733576500287779,0.7742857142857142,8.729095458984375,0.7287319422150882,0.6219178082191781,0.8798449612403101,10.865005493164062,0.7332593077668774,0.7714285714285715,0.5616869926452637,0.729903536977492,0.6236263736263736,0.8798449612403101,0.6984087824821472,0.733576500287779,0.7714285714285715,0.8422536253929138,0.729903536977492,0.6236263736263736,0.8798449612403101,0.7561113238334656,0.733576500287779
11,-1,0.7771428571428571,0.8396990895271301,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.7610518932342529,0.7380840429594974,0.7742857142857142,8.06146240234375,0.7281399046104928,0.6172506738544474,0.8875968992248062,10.823436737060547,0.7381229913294394,0.7771428571428571,0.5662170648574829,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.6913001537322998,0.7380840429594974,0.7771428571428571,0.8396991491317749,0.7295999999999999,0.6212534059945504,0.8837209302325582,0.7610518932342529,0.7380840429594974
12,-1,0.7814285714285715,0.8375211358070374,0.7266553480475382,0.6465256797583081,0.8294573643410853,0.7789739370346069,0.7395244654200499,0.7771428571428571,9.078433990478516,0.7250000000000001,0.6073298429319371,0.8992248062015504,11.56047534942627,0.7393614164101608,0.7814285714285715,0.5700489282608032,0.7266553480475382,0.6465256797583081,0.8294573643410853,0.6648697257041931,0.7395244654200499,0.7814285714285715,0.8375211954116821,0.7266553480475382,0.6465256797583081,0.8294573643410853,0.7789739370346069,0.7395244654200499
13,-1,0.78,0.8338424563407898,0.734094616639478,0.6338028169014085,0.872093023255814,0.7605658769607544,0.7365876915353218,0.78,8.998811721801758,0.7344262295081967,0.6363636363636364,0.8682170542635659,10.723756790161133,0.7373553221019142,0.78,0.5764676332473755,0.734094616639478,0.6338028169014085,0.872093023255814,0.6920030117034912,0.7365876915353218,0.78,0.833842396736145,0.734094616639478,0.6338028169014085,0.872093023255814,0.7605658769607544,0.7365876915353218
14,-1,0.7728571428571429,0.8544478416442871,0.7324414715719063,0.6441176470588236,0.8488372093023255,0.7706776857376099,0.7366552330484961,0.7742857142857142,8.757518768310547,0.729903536977492,0.6236263736263736,0.8798449612403101,11.091941833496094,0.7372462354528053,0.7728571428571429,0.5395404696464539,0.7324414715719063,0.6441176470588236,0.8488372093023255,0.6772328615188599,0.7366552330484961,0.7728571428571429,0.8544478416442871,0.7324414715719063,0.6441176470588236,0.8488372093023255,0.7706776857376099,0.7366552330484961
15,-1,0.7742857142857142,0.8378820419311523,0.7371794871794872,0.6284153005464481,0.8914728682170543,0.7489564418792725,0.7350212013299864,0.7728571428571429,8.652558326721191,0.7335423197492164,0.6157894736842106,0.9069767441860465,11.310338973999023,0.7344876003897547,0.7742857142857142,0.5694166421890259,0.7371794871794872,0.6284153005464481,0.8914728682170543,0.7085809707641602,0.7350212013299864,0.7742857142857142,0.8378821015357971,0.7371794871794872,0.6284153005464481,0.8914728682170543,0.7489564418792725,0.7350212013299864
